train_loss,epoch,step,val_loss,val_acc
0.7924001216888428,0,49,,
0.6736641526222229,0,99,,
0.6763216257095337,0,149,,
0.6438486576080322,0,199,,
0.7041575908660889,0,249,,
0.6594029664993286,0,299,,
0.6834779977798462,0,349,,
0.718894898891449,0,399,,
0.7128676772117615,0,449,,
0.681657075881958,0,499,,
0.6791990995407104,0,549,,
0.6856781840324402,0,599,,
0.6933538317680359,0,649,,
0.7408162951469421,0,699,,
0.7073682546615601,0,749,,
0.7200183868408203,0,799,,
0.6746695637702942,0,849,,
0.7399138808250427,0,899,,
0.7112610340118408,0,949,,
0.6995640993118286,0,999,,
0.6637632250785828,0,1049,,
0.6822092533111572,0,1099,,
0.6990189552307129,0,1149,,
0.6953381896018982,0,1199,,
0.7060999870300293,0,1249,,
0.6656408905982971,0,1299,,
0.6777815222740173,0,1349,,
0.7434983253479004,0,1399,,
0.7345577478408813,0,1449,,
0.6728909015655518,0,1499,,
0.7282355427742004,0,1549,,
0.7229668498039246,0,1599,,
0.6945412755012512,0,1649,,
0.5936750769615173,0,1699,,
0.7129490375518799,0,1749,,
0.6709002256393433,0,1799,,
0.7267463207244873,0,1849,,
0.6428438425064087,0,1899,,
0.7290284037590027,0,1949,,
0.659946620464325,0,1999,,
0.6620854139328003,0,2049,,
0.6721102595329285,0,2099,,
0.5757637023925781,0,2149,,
0.6137160062789917,0,2199,,
0.5870230793952942,0,2249,,
0.7760716080665588,0,2299,,
0.6456601023674011,0,2349,,
0.5875319838523865,0,2399,,
0.6706177592277527,0,2449,,
0.5622010231018066,0,2499,,
0.6722527146339417,0,2549,,
0.7011072635650635,0,2599,,
0.6049838066101074,0,2649,,
0.5872467160224915,0,2699,,
0.523864209651947,0,2749,,
0.6838010549545288,0,2799,,
0.5610755085945129,0,2849,,
0.7385061979293823,0,2899,,
0.6946483850479126,0,2949,,
0.5308610200881958,0,2999,,
0.5121305584907532,0,3049,,
0.4999394714832306,0,3099,,
0.7074013948440552,0,3149,,
0.703219473361969,0,3199,,
0.6792637705802917,0,3249,,
0.7889083623886108,0,3299,,
0.645750105381012,0,3349,,
0.6766766905784607,0,3399,,
0.6681898832321167,0,3449,,
0.7329819798469543,0,3499,,
0.3936745226383209,0,3549,,
0.6406607031822205,0,3599,,
0.4008847773075104,0,3649,,
0.373067706823349,0,3699,,
0.49480801820755005,0,3749,,
0.7507936358451843,0,3799,,
0.531027615070343,0,3849,,
0.5952569842338562,0,3899,,
0.5914444923400879,0,3949,,
0.5595228672027588,0,3999,,
0.53046715259552,0,4049,,
0.7190029621124268,0,4099,,
0.37392550706863403,0,4149,,
0.4814837574958801,0,4199,,
0.6413564682006836,0,4249,,
0.6412347555160522,0,4299,,
0.6857448816299438,0,4349,,
0.6400254964828491,0,4399,,
0.6287569999694824,0,4449,,
0.5458208322525024,0,4499,,
,,4499,0.3541315495967865,0.725
0.527031660079956,1,4549,,
0.5154674649238586,1,4599,,
0.763473629951477,1,4649,,
0.5053879022598267,1,4699,,
0.2434452772140503,1,4749,,
0.42470651865005493,1,4799,,
0.6762763857841492,1,4849,,
0.31584861874580383,1,4899,,
0.7391475439071655,1,4949,,
0.4825095534324646,1,4999,,
0.5196178555488586,1,5049,,
0.6228652596473694,1,5099,,
0.8050894737243652,1,5149,,
0.817388117313385,1,5199,,
0.5490773916244507,1,5249,,
0.9558208584785461,1,5299,,
0.46656620502471924,1,5349,,
0.5942294597625732,1,5399,,
0.445476233959198,1,5449,,
0.6681429743766785,1,5499,,
0.3375810980796814,1,5549,,
0.7258449196815491,1,5599,,
0.39388710260391235,1,5649,,
0.23475463688373566,1,5699,,
0.5460880398750305,1,5749,,
0.484018474817276,1,5799,,
0.46071675419807434,1,5849,,
0.36547207832336426,1,5899,,
0.8752461075782776,1,5949,,
0.7979207038879395,1,5999,,
0.47065600752830505,1,6049,,
0.6788723468780518,1,6099,,
0.3909990191459656,1,6149,,
0.4257369339466095,1,6199,,
0.18938350677490234,1,6249,,
0.6552197933197021,1,6299,,
0.6900547742843628,1,6349,,
0.32544052600860596,1,6399,,
0.7715361714363098,1,6449,,
0.5258804559707642,1,6499,,
0.3914746642112732,1,6549,,
0.4686717092990875,1,6599,,
0.35924580693244934,1,6649,,
0.5454697012901306,1,6699,,
0.3022804856300354,1,6749,,
0.6954896450042725,1,6799,,
0.32656580209732056,1,6849,,
0.267895370721817,1,6899,,
0.35442423820495605,1,6949,,
0.2276850938796997,1,6999,,
0.31363043189048767,1,7049,,
0.5490628480911255,1,7099,,
0.3825766146183014,1,7149,,
0.4627479314804077,1,7199,,
0.42003780603408813,1,7249,,
0.7032231688499451,1,7299,,
0.33829593658447266,1,7349,,
0.3375130295753479,1,7399,,
0.5336475372314453,1,7449,,
0.2844439148902893,1,7499,,
0.24069854617118835,1,7549,,
0.27009817957878113,1,7599,,
0.3672763407230377,1,7649,,
0.32372575998306274,1,7699,,
0.6691470742225647,1,7749,,
0.7999091744422913,1,7799,,
0.5031644105911255,1,7849,,
0.5396524667739868,1,7899,,
0.5639138221740723,1,7949,,
0.6172122955322266,1,7999,,
0.14445745944976807,1,8049,,
0.432809978723526,1,8099,,
0.2539111375808716,1,8149,,
0.345075398683548,1,8199,,
0.7074759006500244,1,8249,,
0.5084113478660583,1,8299,,
0.38897696137428284,1,8349,,
0.31269964575767517,1,8399,,
0.31029069423675537,1,8449,,
0.6187551021575928,1,8499,,
0.47579774260520935,1,8549,,
0.8318848609924316,1,8599,,
0.28841519355773926,1,8649,,
0.6087032556533813,1,8699,,
0.7622458338737488,1,8749,,
0.5138755440711975,1,8799,,
0.37521684169769287,1,8849,,
0.5077388286590576,1,8899,,
0.7010472416877747,1,8949,,
0.40831923484802246,1,8999,,
,,8999,0.4239073097705841,0.7635555555555555
0.5333980321884155,2,9049,,
0.613915741443634,2,9099,,
0.48397570848464966,2,9149,,
0.26803556084632874,2,9199,,
